Date,U.K. pound (GBP),U.S. dollar (USD)
08-Aug-2008,1.20762,0.627759
11-Aug-2008,1.20952,0.629402
12-Aug-2008,1.20318,0.632389
13-Aug-2008,1.18734,0.632912
14-Aug-2008,1.1852,0.632985
15-Aug-2008,1.18323,0.637136
18-Aug-2008,1.1882,0.636829
19-Aug-2008,1.18609,0.636691
20-Aug-2008,1.18235,0.636939
21-Aug-2008,1.18246,0.634774
22-Aug-2008,1.17896,0.634224
25-Aug-2008,,0.634759
26-Aug-2008,1.17312,0.639825
27-Aug-2008,1.17381,0.635764
28-Aug-2008,1.16745,0.636178
29-Aug-2008,1.165,0.636993
01-Sep-2008,1.15222,0.63909
02-Sep-2008,1.14492,0.642525
03-Sep-2008,1.14158,0.644197
04-Sep-2008,1.14289,0.642834
05-Sep-2008,1.13727,0.646615
08-Sep-2008,1.14248,0.647921
09-Sep-2008,1.14406,0.64812
10-Sep-2008,1.1407,0.649378
11-Sep-2008,1.14107,0.65189
12-Sep-2008,1.14826,0.64888
15-Sep-2008,1.15498,0.64524
16-Sep-2008,1.14857,0.644936
17-Sep-2008,1.15323,0.645599
18-Sep-2008,1.1642,0.638303
19-Sep-2008,1.16138,0.645715
22-Sep-2008,1.17455,0.637301
23-Sep-2008,1.17689,0.6326
24-Sep-2008,1.17883,0.63542
25-Sep-2008,1.17761,0.635104
26-Sep-2008,1.17139,0.636625
29-Sep-2008,1.1583,0.642538
30-Sep-2008,1.15578,0.642169
01-Oct-2008,1.1522,0.646683
02-Oct-2008,1.14772,0.651559
03-Oct-2008,1.15272,0.651253
06-Oct-2008,1.15168,0.655405
07-Oct-2008,1.14122,0.655157
08-Oct-2008,1.13813,0.652636
09-Oct-2008,1.129,0.652411
10-Oct-2008,1.11043,0.655274
13-Oct-2008,1.12974,0.654427
14-Oct-2008,1.14676,0.652273
15-Oct-2008,1.14614,0.652548
16-Oct-2008,1.13004,0.65662
17-Oct-2008,1.13782,0.657854
20-Oct-2008,1.14509,0.657568
21-Oct-2008,1.12736,0.662531
22-Oct-2008,1.09629,0.669693
23-Oct-2008,1.0875,0.670015
24-Oct-2008,1.04471,0.672057
27-Oct-2008,1.04137,0.676564
28-Oct-2008,1.06221,0.674721
29-Oct-2008,1.07816,0.671122
30-Oct-2008,1.09669,0.665147
31-Oct-2008,1.08675,0.671909
03-Nov-2008,1.08665,0.670976
04-Nov-2008,1.06929,0.67378
05-Nov-2008,1.07367,0.669455
06-Nov-2008,1.06398,0.670434
07-Nov-2008,1.05834,0.67286
10-Nov-2008,1.06015,0.671492
11-Nov-2008,1.05099,0.674357
12-Nov-2008,1.03674,0.678359
13-Nov-2008,1.01266,0.679271
14-Nov-2008,1.0051,0.677246
17-Nov-2008,1.01074,0.677623
18-Nov-2008,1.01773,0.677359
19-Nov-2008,1.021,0.677553
20-Nov-2008,1.00843,0.67935
21-Nov-2008,1.01479,0.677113
24-Nov-2008,1.01262,0.675623
25-Nov-2008,1.01581,0.672456
26-Nov-2008,1.02629,0.669288
27-Nov-2008,1.03378,0.669763
28-Nov-2008,1.03067,0.672057
01-Dec-2008,1.0143,0.67413
02-Dec-2008,0.999156,0.675014
03-Dec-2008,0.995334,0.675215
04-Dec-2008,0.984817,0.675921
05-Dec-2008,0.988853,0.673789
08-Dec-2008,1.00004,0.670627
09-Dec-2008,0.99058,0.671079
10-Dec-2008,0.991521,0.669178
11-Dec-2008,0.990691,0.663291
12-Dec-2008,0.98453,0.65921
15-Dec-2008,0.98291,0.656894
16-Dec-2008,0.994211,0.651771
17-Dec-2008,0.991141,0.642097
18-Dec-2008,0.981721,0.633164
19-Dec-2008,0.967505,0.647247
22-Dec-2008,0.958678,0.647887
23-Dec-2008,0.957644,0.647976
24-Dec-2008,0.956322,0.647827
26-Dec-2008,,0.647559
29-Dec-2008,0.942166,0.642415
30-Dec-2008,0.936549,0.646074
31-Dec-2008,0.946458,0.649237
02-Jan-2009,0.943743,0.650992
05-Jan-2009,0.954513,0.658149
06-Jan-2009,0.969283,0.664029
07-Jan-2009,0.981177,0.656701
08-Jan-2009,0.987862,0.655646
09-Jan-2009,0.995923,0.651356
12-Jan-2009,0.983276,0.657182
13-Jan-2009,0.96332,0.660034
14-Jan-2009,0.961532,0.661529
15-Jan-2009,0.966556,0.661798
16-Jan-2009,0.985618,0.660292
19-Jan-2009,0.969668,0.66207
20-Jan-2009,0.932737,0.669829
21-Jan-2009,0.92296,0.670756
22-Jan-2009,0.919247,0.6683
23-Jan-2009,0.91313,0.672111
26-Jan-2009,0.927763,0.669285
27-Jan-2009,0.933373,0.664039
28-Jan-2009,0.94691,0.661712
29-Jan-2009,0.952197,0.664571
30-Jan-2009,0.958629,0.670276
02-Feb-2009,0.947886,0.670737
03-Feb-2009,0.953778,0.669553
04-Feb-2009,0.961401,0.668522
05-Feb-2009,0.969593,0.668823
06-Feb-2009,0.983191,0.670708
09-Feb-2009,0.99478,0.667324
10-Feb-2009,0.986734,0.667073
11-Feb-2009,0.959043,0.668183
12-Feb-2009,0.952513,0.67102
13-Feb-2009,0.973453,0.670561
16-Feb-2009,0.960521,0.673719
17-Feb-2009,0.96336,0.676422
18-Feb-2009,0.963742,0.677737
19-Feb-2009,0.974049,0.676564
20-Feb-2009,0.970479,0.677851
23-Feb-2009,0.985879,0.673737
24-Feb-2009,0.98163,0.675914
25-Feb-2009,0.973654,0.677466
26-Feb-2009,0.968021,0.679027
27-Feb-2009,0.967381,0.681494
02-Mar-2009,0.963522,0.682236
03-Mar-2009,0.957955,0.68357
04-Mar-2009,0.96607,0.685886
05-Mar-2009,0.966185,0.684995
06-Mar-2009,0.968527,0.680384
09-Mar-2009,0.950221,0.685387
10-Mar-2009,0.945079,0.682466
11-Mar-2009,0.941769,0.681602
12-Mar-2009,0.937209,0.679137
13-Mar-2009,0.951838,0.678334
16-Mar-2009,0.95737,0.675203
17-Mar-2009,0.949426,0.676856
18-Mar-2009,0.938755,0.676483
19-Mar-2009,0.954285,0.659948
20-Mar-2009,0.953743,0.66177
23-Mar-2009,0.966067,0.661056
24-Mar-2009,0.977621,0.663694
25-Mar-2009,0.967725,0.664236
26-Mar-2009,0.965652,0.662813
27-Mar-2009,0.955347,0.668636
30-Mar-2009,0.95062,0.671105
31-Mar-2009,0.95915,0.668863
01-Apr-2009,0.96532,0.670501
02-Apr-2009,0.980683,0.668177
03-Apr-2009,0.982999,0.666621
06-Apr-2009,0.992014,0.665335
07-Apr-2009,0.980654,0.670762
08-Apr-2009,0.985774,0.670139
09-Apr-2009,0.982937,0.669895
10-Apr-2009,,0.672736
13-Apr-2009,,0.667906
14-Apr-2009,0.996602,0.668681
15-Apr-2009,1.00289,0.667878
16-Apr-2009,0.995185,0.670339
17-Apr-2009,0.995302,0.672592
20-Apr-2009,0.983753,0.674959
21-Apr-2009,0.981468,0.675152
22-Apr-2009,0.986775,0.674441
23-Apr-2009,0.978228,0.673247
24-Apr-2009,0.976473,0.668085
27-Apr-2009,0.976563,0.670026
28-Apr-2009,0.97957,0.671997
29-Apr-2009,0.986021,0.667403
30-Apr-2009,0.989698,0.667632
01-May-2009,0.996694,0.667578
04-May-2009,,0.666261
05-May-2009,1.00371,0.665282
06-May-2009,1.00529,0.666105
07-May-2009,1.00978,0.666476
08-May-2009,1.0012,0.665602
11-May-2009,0.998196,0.660663
12-May-2009,1.00662,0.658699
13-May-2009,0.997741,0.657663
14-May-2009,0.993544,0.659111
15-May-2009,0.999195,0.658578
18-May-2009,1.00649,0.660425
19-May-2009,1.01821,0.657038
20-May-2009,1.01638,0.655983
21-May-2009,1.02193,0.652656
22-May-2009,1.02883,0.647508
25-May-2009,,0.647826
26-May-2009,1.0289,0.650545
27-May-2009,1.039,0.648526
28-May-2009,1.0397,0.651399
29-May-2009,1.04344,0.645974
01-Jun-2009,1.05187,0.642008
02-Jun-2009,1.05697,0.642458
03-Jun-2009,1.0632,0.64222
04-Jun-2009,1.05601,0.644579
05-Jun-2009,1.03935,0.645799
08-Jun-2009,1.03681,0.654219
09-Jun-2009,1.04992,0.652125
10-Jun-2009,1.05921,0.647441
11-Jun-2009,1.06614,0.648464
12-Jun-2009,1.06696,0.647861
15-Jun-2009,1.06393,0.651319
16-Jun-2009,1.06639,0.649682
17-Jun-2009,1.05596,0.65046
18-Jun-2009,1.05267,0.648595
19-Jun-2009,1.06615,0.64867
22-Jun-2009,1.0677,0.649573
23-Jun-2009,1.05515,0.647649
24-Jun-2009,1.0679,0.644324
25-Jun-2009,1.0552,0.648957
26-Jun-2009,1.06188,0.644737
29-Jun-2009,1.06727,0.645031
30-Jun-2009,1.06685,0.644236
01-Jul-2009,1.0625,0.646489
02-Jul-2009,1.05824,0.646451
03-Jul-2009,1.05608,0.647428
06-Jul-2009,1.04642,0.649304
07-Jul-2009,1.04863,0.646784
08-Jul-2009,1.04085,0.648102
09-Jul-2009,1.04479,0.645731
10-Jul-2009,1.04716,0.646594
13-Jul-2009,1.03817,0.645068
14-Jul-2009,1.05206,0.645197
15-Jul-2009,1.05475,0.643493
16-Jul-2009,1.05637,0.642992
17-Jul-2009,1.04846,0.644015
20-Jul-2009,1.0598,0.641601
21-Jul-2009,1.05297,0.641898
22-Jul-2009,1.05195,0.64151
23-Jul-2009,1.05788,0.641686
24-Jul-2009,1.05663,0.641627
27-Jul-2009,1.05563,0.64129
28-Jul-2009,1.05787,0.640942
29-Jul-2009,1.05458,0.643781
30-Jul-2009,1.06308,0.64472
31-Jul-2009,1.06648,0.643778
03-Aug-2009,1.07673,0.639429
04-Aug-2009,1.07894,0.637335
05-Aug-2009,1.08328,0.637562
06-Aug-2009,1.08282,0.638005
07-Aug-2009,1.06957,0.638818
10-Aug-2009,1.07019,0.64353
11-Aug-2009,1.06098,0.644229
12-Aug-2009,1.05952,0.643771
13-Aug-2009,1.06696,0.64182
14-Aug-2009,1.0607,0.640947
17-Aug-2009,1.05044,0.645233
18-Aug-2009,1.0603,0.643975
19-Aug-2009,1.05522,0.643662
20-Aug-2009,1.05652,0.641362
21-Aug-2009,1.05908,0.638964
24-Aug-2009,1.05641,0.640366
25-Aug-2009,1.04809,0.640643
26-Aug-2009,1.04309,0.640721
27-Aug-2009,1.03785,0.64144
28-Aug-2009,1.04385,0.639417
31-Aug-2009,,0.638544
01-Sep-2009,1.03783,0.640359
02-Sep-2009,1.04011,0.640976
03-Sep-2009,1.04667,0.638834
04-Sep-2009,1.04725,0.639855
07-Sep-2009,1.04932,0.638428
08-Sep-2009,1.05137,0.635114
09-Sep-2009,1.04839,0.635272
10-Sep-2009,1.04865,0.634088
11-Sep-2009,1.05404,0.631311
14-Sep-2009,1.04596,0.632724
15-Sep-2009,1.04243,0.632233
16-Sep-2009,1.04103,0.630319
17-Sep-2009,1.04172,0.629895
18-Sep-2009,1.0329,0.631125
21-Sep-2009,1.02578,0.63343
22-Sep-2009,1.02932,0.629975
23-Sep-2009,1.03537,0.629903
24-Sep-2009,1.02075,0.630289
25-Sep-2009,1.01149,0.63163
28-Sep-2009,1.0024,0.63263
29-Sep-2009,1.01201,0.633891
30-Sep-2009,1.01699,0.631164
01-Oct-2009,1.01295,0.634005
02-Oct-2009,1.00488,0.634113
05-Oct-2009,1.00892,0.63279
06-Oct-2009,1.0035,0.630461
07-Oct-2009,1.00151,0.630475
08-Oct-2009,1.01071,0.628588
09-Oct-2009,1.0066,0.629792
12-Oct-2009,0.99722,0.631192
13-Oct-2009,0.995286,0.629609
14-Oct-2009,1.00352,0.627355
15-Oct-2009,1.02007,0.626966
16-Oct-2009,1.02267,0.628021
19-Oct-2009,1.02188,0.627421
20-Oct-2009,1.02739,0.626038
21-Oct-2009,1.03783,0.626332
22-Oct-2009,1.03576,0.626291
23-Oct-2009,1.02728,0.626048
26-Oct-2009,1.02309,0.6267
27-Oct-2009,1.03115,0.628982
28-Oct-2009,1.02766,0.630079
29-Oct-2009,1.03715,0.630028
30-Oct-2009,1.03907,0.628974
02-Nov-2009,1.02871,0.628758
03-Nov-2009,1.0281,0.631552
04-Nov-2009,1.03957,0.629318
05-Nov-2009,1.03566,0.627521
06-Nov-2009,1.04136,0.627059
09-Nov-2009,1.04803,0.623976
10-Nov-2009,1.04088,0.624329
11-Nov-2009,1.0394,0.623738
12-Nov-2009,1.03605,0.625258
13-Nov-2009,1.04499,0.625667
16-Nov-2009,1.0426,0.624385
17-Nov-2009,1.04825,0.624662
18-Nov-2009,1.0479,0.623602
19-Nov-2009,1.04043,0.625707
20-Nov-2009,1.03312,0.626097
23-Nov-2009,1.03629,0.623932
24-Nov-2009,1.03254,0.624346
25-Nov-2009,1.03748,0.62095
26-Nov-2009,1.02696,0.620555
27-Nov-2009,1.02108,0.623598
30-Nov-2009,1.02305,0.621048
01-Dec-2009,1.02809,0.620676
02-Dec-2009,1.03476,0.620284
03-Dec-2009,1.03238,0.620419
04-Dec-2009,1.03512,0.621803
07-Dec-2009,1.02751,0.628716
08-Dec-2009,1.02247,0.627668
09-Dec-2009,1.0241,0.627741
10-Dec-2009,1.02443,0.628255
11-Dec-2009,1.02338,0.628343
14-Dec-2009,1.02309,0.630407
15-Dec-2009,1.02676,0.632589
16-Dec-2009,1.03393,0.631907
17-Dec-2009,1.02702,0.636597
18-Dec-2009,1.03075,0.636421
21-Dec-2009,1.02768,0.637399
22-Dec-2009,1.02467,0.639582
23-Dec-2009,1.02203,0.640731
24-Dec-2009,1.01999,0.637492
28-Dec-2009,,0.637983
29-Dec-2009,1.01955,0.637219
30-Dec-2009,1.01486,0.64021
31-Dec-2009,1.03305,0.637881
04-Jan-2010,1.03531,0.638176
05-Jan-2010,1.0216,0.63794
06-Jan-2010,1.02222,0.639529
07-Jan-2010,1.01914,0.640488
08-Jan-2010,1.02586,0.640882
11-Jan-2010,1.02836,0.63573
12-Jan-2010,1.02673,0.636098
13-Jan-2010,1.03216,0.634121
14-Jan-2010,1.03397,0.635507
15-Jan-2010,1.03661,0.636425
18-Jan-2010,1.03924,0.636129
19-Jan-2010,1.04176,0.637633
20-Jan-2010,1.0423,0.640431
21-Jan-2010,1.03877,0.643084
22-Jan-2010,1.03637,0.640642
25-Jan-2010,1.0333,0.639891
26-Jan-2010,1.03312,0.641012
27-Jan-2010,1.03938,0.640563
28-Jan-2010,1.04357,0.642435
29-Jan-2010,1.03835,0.643421
01-Feb-2010,1.02502,0.645517
02-Feb-2010,1.0278,0.64479
03-Feb-2010,1.02846,0.64359
04-Feb-2010,1.02385,0.647268
05-Feb-2010,1.01989,0.648741
08-Feb-2010,1.01185,0.649873
09-Feb-2010,1.01154,0.649295
10-Feb-2010,1.01426,0.647758
11-Feb-2010,1.01395,0.648599
12-Feb-2010,1.01876,0.652423
15-Feb-2010,1.02176,0.650594
16-Feb-2010,1.02073,0.650231
17-Feb-2010,1.02357,0.649188
18-Feb-2010,1.01834,0.653033
19-Feb-2010,1.00902,0.655892
22-Feb-2010,1.01065,0.653215
23-Feb-2010,1.00737,0.653838
24-Feb-2010,1.00876,0.652964
25-Feb-2010,1.00081,0.653866
26-Feb-2010,0.99329,0.652493
01-Mar-2010,0.973746,0.654575
02-Mar-2010,0.979249,0.654141
03-Mar-2010,0.980763,0.651583
04-Mar-2010,0.980398,0.650563
05-Mar-2010,0.982378,0.653264
08-Mar-2010,0.986964,0.652927
09-Mar-2010,0.978943,0.654461
10-Mar-2010,0.977132,0.654169
11-Mar-2010,0.982271,0.65341
12-Mar-2010,0.986222,0.650499
15-Mar-2010,0.981133,0.652219
16-Mar-2010,0.986808,0.651918
17-Mar-2010,0.996723,0.650051
18-Mar-2010,0.995403,0.65174
19-Mar-2010,0.991608,0.654311
22-Mar-2010,0.982888,0.656046
23-Mar-2010,0.98376,0.656234
24-Mar-2010,0.986823,0.659729
25-Mar-2010,0.986568,0.660309
26-Mar-2010,0.982236,0.660593
29-Mar-2010,0.985731,0.658427
30-Mar-2010,0.992733,0.658093
31-Mar-2010,0.997865,0.658657
01-Apr-2010,1.00227,0.658
02-Apr-2010,,0.659255
05-Apr-2010,,0.658729
06-Apr-2010,1.00191,0.660149
07-Apr-2010,1.00223,0.661318
08-Apr-2010,1.00579,0.66075
09-Apr-2010,1.01272,0.659367
12-Apr-2010,1.0112,0.655641
13-Apr-2010,1.0105,0.655235
14-Apr-2010,1.01058,0.655369
15-Apr-2010,1.01146,0.656281
16-Apr-2010,1.01409,0.65599
19-Apr-2010,1.00172,0.657728
20-Apr-2010,1.01161,0.656594
21-Apr-2010,1.01374,0.658999
22-Apr-2010,1.01613,0.659784
23-Apr-2010,1.01568,0.660989
26-Apr-2010,1.02052,0.660958
27-Apr-2010,1.01435,0.661119
28-Apr-2010,1.00816,0.663785
29-Apr-2010,1.00998,0.662975
30-Apr-2010,1.01435,0.661762
03-May-2010,,0.664696
04-May-2010,1.01148,0.666019
05-May-2010,1.0146,0.669525
06-May-2010,1.01253,0.671887
07-May-2010,0.989004,0.671878
10-May-2010,1.00217,0.667758
11-May-2010,0.993843,0.673746
12-May-2010,1.00455,0.673967
13-May-2010,0.998144,0.675837
14-May-2010,0.987346,0.678728
17-May-2010,0.98191,0.682119
18-May-2010,0.982398,0.680614
19-May-2010,0.974224,0.684002
20-May-2010,0.97459,0.680817
21-May-2010,0.970399,0.676095
24-May-2010,0.974885,0.678606
25-May-2010,0.975994,0.68156
26-May-2010,0.980026,0.679771
27-May-2010,0.990275,0.679667
28-May-2010,0.988925,0.678275
01-Jun-2010,0.991398,0.683534
02-Jun-2010,1.00057,0.68219
03-Jun-2010,1.00145,0.682467
04-Jun-2010,1.00263,0.68406
07-Jun-2010,0.997316,0.687662
08-Jun-2010,0.993137,0.688579
09-Jun-2010,0.996085,0.687287
10-Jun-2010,1.00124,0.685217
11-Jun-2010,1.00116,0.683855
14-Jun-2010,1.00397,0.681628
15-Jun-2010,1.00356,0.680797
16-Jun-2010,1.00737,0.680103
17-Jun-2010,1.00593,0.678076
18-Jun-2010,1.00403,0.677527
21-Jun-2010,1.00652,0.677652
22-Jun-2010,1.00177,0.679994
23-Jun-2010,1.01194,0.67838
24-Jun-2010,1.01433,0.676985
25-Jun-2010,1.01011,0.677742
28-Jun-2010,1.01724,0.67586
29-Jun-2010,1.02051,0.677902
30-Jun-2010,1.01596,0.67618
01-Jul-2010,1.01068,0.675003
02-Jul-2010,1.01803,0.6702
06-Jul-2010,1.01675,0.66922
07-Jul-2010,1.01154,0.66852
08-Jul-2010,1.01159,0.668508
09-Jul-2010,1.01368,0.668437
12-Jul-2010,1.00701,0.670937
13-Jul-2010,1.0106,0.670338
14-Jul-2010,1.01873,0.667104
15-Jul-2010,1.02,0.664497
16-Jul-2010,1.01525,0.660973
19-Jul-2010,1.01043,0.66119
20-Jul-2010,1.00493,0.662399
21-Jul-2010,1.01402,0.663933
22-Jul-2010,1.01252,0.662511
23-Jul-2010,1.02046,0.660962
26-Jul-2010,1.02395,0.661251
27-Jul-2010,1.02416,0.659857
28-Jul-2010,1.02882,0.660137
29-Jul-2010,1.02816,0.657181
30-Jul-2010,1.02574,0.658538
02-Aug-2010,1.03814,0.656716
03-Aug-2010,1.04048,0.652094
04-Aug-2010,1.03924,0.652259
05-Aug-2010,1.03923,0.653031
06-Aug-2010,1.03782,0.653995
09-Aug-2010,1.04006,0.651546
10-Aug-2010,1.03081,0.654646
11-Aug-2010,1.03022,0.656482
12-Aug-2010,1.03011,0.66041
13-Aug-2010,1.03111,0.661351
16-Aug-2010,1.03045,0.661182
17-Aug-2010,1.03088,0.659554
18-Aug-2010,1.03101,0.659254
19-Aug-2010,1.03196,0.660327
20-Aug-2010,1.02666,0.663134
23-Aug-2010,1.03088,0.662647
24-Aug-2010,1.02273,0.663896
25-Aug-2010,1.02312,0.663416
26-Aug-2010,1.02831,0.661891
27-Aug-2010,1.02708,0.661866
30-Aug-2010,,0.662635
31-Aug-2010,1.02087,0.662729
01-Sep-2010,1.01629,0.660186
02-Sep-2010,1.01626,0.65995
03-Sep-2010,1.01632,0.659949
07-Sep-2010,1.0157,0.660962
08-Sep-2010,1.0217,0.661339
09-Sep-2010,1.0188,0.661001
10-Sep-2010,1.02186,0.661143
13-Sep-2010,1.01613,0.659955
14-Sep-2010,1.0145,0.658595
15-Sep-2010,1.0207,0.658089
16-Sep-2010,1.02401,0.655828
17-Sep-2010,1.02719,0.655934
20-Sep-2010,1.02371,0.655847
21-Sep-2010,1.01705,0.655403
22-Sep-2010,1.01717,0.649578
23-Sep-2010,1.01984,0.650119
24-Sep-2010,1.01866,0.64858
27-Sep-2010,1.02517,0.647
28-Sep-2010,1.0261,0.647056
29-Sep-2010,1.01761,0.644217
30-Sep-2010,1.02263,0.642596
01-Oct-2010,1.01512,0.641547
04-Oct-2010,1.01641,0.642242
05-Oct-2010,1.01692,0.640783
06-Oct-2010,1.0158,0.639352
07-Oct-2010,1.01367,0.636167
08-Oct-2010,1.01253,0.637856
12-Oct-2010,1.01215,0.638704
13-Oct-2010,1.00753,0.635705
14-Oct-2010,1.01348,0.633032
15-Oct-2010,1.01516,0.632656
18-Oct-2010,1.01096,0.636026
19-Oct-2010,1.00494,0.636281
20-Oct-2010,1.00242,0.637836
21-Oct-2010,1.00066,0.634293
22-Oct-2010,0.999544,0.636693
25-Oct-2010,0.997743,0.633769
26-Oct-2010,1.00868,0.635268
27-Oct-2010,1.01106,0.637936
28-Oct-2010,1.01169,0.637122
29-Oct-2010,1.01299,0.636219
01-Nov-2010,1.0185,0.633947
02-Nov-2010,1.01328,0.634055
03-Nov-2010,1.02103,0.632335
04-Nov-2010,1.01826,0.629452
05-Nov-2010,1.0249,0.63094
08-Nov-2010,1.02416,0.635096
09-Nov-2010,1.02491,0.63364
10-Nov-2010,1.02709,0.638737
11-Nov-2010,1.03171,0.639661
12-Nov-2010,1.02755,0.640019
15-Nov-2010,1.03116,0.642229
16-Nov-2010,1.02816,0.643122
17-Nov-2010,1.02555,0.64577
18-Nov-2010,1.02724,0.642344
19-Nov-2010,1.02921,0.64093
22-Nov-2010,1.02691,0.641619
23-Nov-2010,1.02659,0.644314
24-Nov-2010,1.02301,0.648827
29-Nov-2010,1.01805,0.653014
30-Nov-2010,1.01771,0.655404
01-Dec-2010,1.01977,0.653615
02-Dec-2010,1.01805,0.653138
03-Dec-2010,1.01697,0.650779
06-Dec-2010,1.0178,0.649688
07-Dec-2010,1.02162,0.647126
08-Dec-2010,1.02725,0.650938
09-Dec-2010,1.02553,0.651629
10-Dec-2010,1.02987,0.65005
13-Dec-2010,1.02468,0.650219
14-Dec-2010,1.02363,0.645617
15-Dec-2010,1.01799,0.649724
16-Dec-2010,1.01748,0.651646
17-Dec-2010,1.01386,0.65116
20-Dec-2010,1.01572,0.652819
21-Dec-2010,1.0106,0.653182
22-Dec-2010,1.00969,0.65331
23-Dec-2010,1.00581,0.653843
27-Dec-2010,,0.652833
28-Dec-2010,,0.652549
29-Dec-2010,1.00418,0.652237
30-Dec-2010,1.00225,0.649336
03-Jan-2011,,0.646907
04-Jan-2011,1.00932,0.646668
05-Jan-2011,1.01243,0.649241
06-Jan-2011,1.01089,0.652858
07-Jan-2011,1.01275,0.655759
10-Jan-2011,1.01848,0.65632
11-Jan-2011,1.02004,0.654963
12-Jan-2011,1.02175,0.654844
13-Jan-2011,1.026,0.650643
14-Jan-2011,1.02441,0.646395
18-Jan-2011,1.03126,0.644821
19-Jan-2011,1.02917,0.643514
20-Jan-2011,1.02795,0.642873
21-Jan-2011,1.02463,0.643251
24-Jan-2011,1.02438,0.642566
25-Jan-2011,1.01282,0.641471
26-Jan-2011,1.01501,0.64002
27-Jan-2011,1.02048,0.63936
28-Jan-2011,1.01797,0.639265
31-Jan-2011,1.01739,0.640231
01-Feb-2011,1.02668,0.637296
02-Feb-2011,1.03068,0.636142
03-Feb-2011,1.03269,0.636872
04-Feb-2011,1.03096,0.639591
07-Feb-2011,1.03329,0.641634
08-Feb-2011,1.03055,0.639222
09-Feb-2011,1.02842,0.640361
10-Feb-2011,1.02816,0.64036
11-Feb-2011,1.02867,0.643442
14-Feb-2011,1.03121,0.644463
15-Feb-2011,1.03588,0.642605
16-Feb-2011,1.03316,0.643234
17-Feb-2011,1.03532,0.642379
18-Feb-2011,1.04002,0.64179
22-Feb-2011,1.03309,0.639687
23-Feb-2011,1.03635,0.637987
24-Feb-2011,1.0295,0.637262
25-Feb-2011,1.02551,0.637118
28-Feb-2011,1.03201,0.635708
01-Mar-2011,1.03484,0.635768
02-Mar-2011,1.03689,0.635503
03-Mar-2011,1.03324,0.634788
04-Mar-2011,1.03218,0.633629
07-Mar-2011,1.03153,0.632067
08-Mar-2011,1.0274,0.634747
09-Mar-2011,1.02954,0.634659
10-Mar-2011,1.02963,0.636677
11-Mar-2011,1.02039,0.63798
14-Mar-2011,1.0212,0.634088
15-Mar-2011,1.01766,0.635363
16-Mar-2011,1.01885,0.633534
17-Mar-2011,1.01686,0.630456
18-Mar-2011,1.01917,0.630635
21-Mar-2011,1.02383,0.62943
22-Mar-2011,1.02753,0.627462
23-Mar-2011,1.02435,0.629596
24-Mar-2011,1.01968,0.630096
25-Mar-2011,1.01493,0.630232
28-Mar-2011,1.01125,0.632939
29-Mar-2011,1.01123,0.632614
30-Mar-2011,1.01614,0.633033
31-Mar-2011,1.01494,0.630714
01-Apr-2011,1.01487,0.632474
04-Apr-2011,1.01869,0.631118
05-Apr-2011,1.02545,0.631749
06-Apr-2011,1.02717,0.629625
07-Apr-2011,1.02934,0.629952
08-Apr-2011,1.02635,0.62785
11-Apr-2011,1.02475,0.626526
12-Apr-2011,1.01901,0.626621
13-Apr-2011,1.01806,0.625688
14-Apr-2011,1.02174,0.626948
15-Apr-2011,1.02304,0.62579
18-Apr-2011,1.0225,0.628344
19-Apr-2011,1.02388,0.628378
20-Apr-2011,1.02187,0.624045
21-Apr-2011,1.02845,0.621347
22-Apr-2011,,0.622586
25-Apr-2011,,0.622159
26-Apr-2011,1.0247,0.621291
27-Apr-2011,1.02848,0.620389
28-Apr-2011,1.0283,0.617411
29-Apr-2011,,0.616919
02-May-2011,,0.616064
03-May-2011,1.01915,0.618305
04-May-2011,1.01873,0.616966
05-May-2011,1.01712,0.616402
06-May-2011,1.02188,0.621884
09-May-2011,1.02293,0.624959
10-May-2011,1.02241,0.625899
11-May-2011,1.02954,0.624875
12-May-2011,1.02319,0.629424
13-May-2011,1.01954,0.62706
16-May-2011,1.0196,0.630436
17-May-2011,1.02314,0.629162
18-May-2011,1.0162,0.628406
19-May-2011,1.01815,0.628485
20-May-2011,1.02019,0.628465
23-May-2011,1.0211,0.633241
24-May-2011,1.02068,0.631373
25-May-2011,1.02553,0.631911
26-May-2011,1.02684,0.629575
27-May-2011,1.03027,0.627754
31-May-2011,1.03094,0.6247
01-Jun-2011,1.0262,0.625086
02-Jun-2011,1.02141,0.623535
03-Jun-2011,1.01661,0.623383
06-Jun-2011,1.01862,0.620729
07-Jun-2011,1.01823,0.61974
08-Jun-2011,1.0157,0.62039
09-Jun-2011,1.01878,0.620902
10-Jun-2011,1.01584,0.623634
13-Jun-2011,1.0185,0.625381
14-Jun-2011,1.02311,0.623617
15-Jun-2011,1.0194,0.626936
16-Jun-2011,1.01695,0.630547
17-Jun-2011,1.01476,0.627056
20-Jun-2011,1.01554,0.628079
21-Jun-2011,1.01353,0.625675
22-Jun-2011,1.00934,0.625906
23-Jun-2011,1.0059,0.629275
24-Jun-2011,1.00725,0.629141
27-Jun-2011,1.00649,0.629487
28-Jun-2011,1.00289,0.628811
29-Jun-2011,1.00282,0.62606
30-Jun-2011,1.00022,0.624825
01-Jul-2011,1.00092,0.624836
05-Jul-2011,1.00665,0.624824
06-Jul-2011,1.00488,0.627577
07-Jul-2011,1.00451,0.628409
08-Jul-2011,1.00432,0.629078
11-Jul-2011,1.00714,0.631395
